,content_class,style_class,melody_id,model_name,inference_audio_path,melody_score,style_score,overall_score
16,63,102,796,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1046.wav,4,1,1
17,85,81,642,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1165.wav,1,1,1
18,89,75,145,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1463.wav,3,1,1
19,17,12,574,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0954.wav,4,1,1
20,81,63,830,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0328.wav,4,1,1
21,9,86,112,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1429.wav,3,1,1
22,54,17,209,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0992.wav,2,2,2
23,86,57,798,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0816.wav,5,1,1
24,82,67,404,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0553.wav,1,1,1
25,15,54,672,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1393.wav,4,1,2
26,52,36,485,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0721.wav,4,2,2
27,73,10,895,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0857.wav,3,1,1
28,38,99,394,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1222.wav,4,3,3
29,89,69,123,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0733.wav,2,2,2
30,40,90,370,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1355.wav,1,1,1
31,37,90,468,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1070.wav,4,1,2
32,39,77,765,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0046.wav,4,1,1
33,38,99,394,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1222.wav,4,1,2
34,83,101,448,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1554.wav,4,1,1
35,97,82,238,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0400.wav,4,2,2
36,17,22,411,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1031.wav,2,2,2
37,72,60,264,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0534.wav,4,1,1
38,52,27,229,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1615.wav,2,3,2
39,36,10,279,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0728.wav,3,1,1
40,63,84,158,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0953.wav,4,1,1
41,72,60,264,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0534.wav,3,1,1
42,7,73,179,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0609.wav,5,2,2
43,89,5,107,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1090.wav,4,2,3
44,15,54,672,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1393.wav,4,1,1
45,28,72,581,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0056.wav,4,1,1
46,39,77,765,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0046.wav,4,1,1
47,63,98,423,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0560.wav,3,2,2
48,81,62,780,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1610.wav,1,1,1
49,101,24,319,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0509.wav,1,2,2
50,89,69,123,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0733.wav,1,1,1
51,84,1,800,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0171.wav,4,2,1
52,101,24,319,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0509.wav,1,2,1
53,27,3,844,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0567.wav,4,1,2
54,52,36,485,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0721.wav,3,1,2
55,63,15,241,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0636.wav,5,5,5
56,5,56,675,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1071.wav,1,1,1
57,17,22,411,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1031.wav,4,1,2
58,63,84,158,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0953.wav,4,2,2
59,39,77,765,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0046.wav,1,1,1
60,34,97,865,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0658.wav,3,1,1
61,73,73,794,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0227.wav,4,2,2
62,24,99,760,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1152.wav,4,4,4
63,37,90,468,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1070.wav,1,1,1
64,13,20,634,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1089.wav,1,1,1
65,81,62,780,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1610.wav,5,1,2
66,85,98,117,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1403.wav,3,2,2
67,62,52,561,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1423.wav,4,1,1
68,87,28,102,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1371.wav,4,1,2
69,63,98,423,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0560.wav,3,1,1
70,84,1,800,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0171.wav,4,2,2
71,89,5,107,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1090.wav,2,1,1
72,27,55,714,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0443.wav,1,1,1
73,7,73,179,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0609.wav,4,1,2
74,85,81,642,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1165.wav,4,1,2
75,17,22,411,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1031.wav,2,1,1
